CountryName;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010
Indonesia;61.856;62.188;62.525;62.86;63.188;63.497;63.779;64.029;64.245;64.428;64.582;64.715;64.838;64.961;65.09;65.231;65.387;65.557;65.736;65.923;66.115
Japan;75.91;76.13;76.11;76.24;76.57;76.39;77.01;77.19;77.16;77.4;77.72;78.1;78.1;78.36;78.64;78.53;79;79.19;79.29;79.59;79.55
Kiribati;57.624;58.038;58.449;58.849;59.231;59.592;59.93;60.249;60.549;60.827;61.078;61.296;61.481;61.633;61.757;61.857;61.939;62.011;62.083;62.161;62.254
Korea, Dem. Rep.;65.997;65.858;65.36;64.521;63.417;62.229;61.192;60.5;60.272;60.526;61.185;62.09;63.02;63.804;64.373;64.717;64.883;64.984;65.11;65.286;65.521
Korea, Rep.;67.29;67.74;68.22;68.76;69.17;69.57;70.08;70.56;71.09;71.71;72.25;72.82;73.4;73.86;74.51;75.14;75.74;76.13;76.54;76.99;77.2
Lao PDR;52.295;52.761;53.234;53.721;54.226;54.749;55.29;55.841;56.4;56.963;57.529;58.1;58.675;59.252;59.827;60.395;60.954;61.498;62.025;62.533;63.019
Macao SAR, China;73.036;73.282;73.524;73.761;73.995;74.225;74.451;74.673;74.891;75.106;75.316;75.521;75.721;75.918;76.113;76.31;76.514;76.726;76.949;77.183;77.426
Malaysia;68.977;69.184;69.386;69.584;69.777;69.968;70.157;70.344;70.528;70.708;70.879;71.036;71.177;71.301;71.41;71.505;71.589;71.669;71.749;71.835;71.929
Maldives;61.819;62.487;63.165;63.858;64.568;65.3;66.052;66.82;67.597;68.379;69.168;69.969;70.777;71.581;72.361;73.086;73.721;74.248;74.661;74.965;75.18
Marshall Islands;;;;;;;;;;65.7;62.8;;;;;;;;;;
Micronesia, Fed. Sts.;65.661;65.775;65.889;66.004;66.118;66.23;66.336;66.436;66.529;66.618;66.705;66.795;66.893;67.001;67.117;67.239;67.362;67.48;67.59;67.691;67.783
Mongolia;57.798;57.978;58.147;58.331;58.539;58.774;59.03;59.295;59.561;59.826;60.089;60.351;60.615;60.887;61.173;61.484;61.83;62.215;62.637;63.089;63.557
Myanmar;56.501;56.868;57.229;57.586;57.939;58.289;58.642;58.996;59.352;59.708;60.058;60.397;60.72;61.025;61.312;61.586;61.854;62.121;62.392;62.666;62.937
Nepal;53.584;54.404;55.224;56.037;56.837;57.621;58.389;59.139;59.872;60.584;61.272;61.93;62.559;63.158;63.726;64.266;64.779;65.269;65.74;66.194;66.631
New Caledonia;67.9;66.7;68.2;67.9;67.6;68.4;69.9;69.3;71.4;70.9;71.7;72.1;71.2;72.1;72.1;71.9;72.9;71.8;72.7;73.6;74.4
New Zealand;72.5;73.3;73.1;73.8;74.2;74.1;74.3;74.7;75.5;75.5;76.1;76.4;76.7;77;77.5;77.9;78;78.2;78.4;78.8;78.8
Pakistan;59.42;59.705;59.985;60.257;60.521;60.777;61.026;61.271;61.512;61.749;61.98;62.202;62.411;62.612;62.806;63.003;63.215;63.448;63.704;63.98;64.265
Palau;63.44;;;;;67.03;;;;;66.64;;;;;66.3;;;;;
Papua New Guinea;53.023;53.35;53.707;54.077;54.453;54.83;55.205;55.578;55.95;56.32;56.691;57.069;57.457;57.851;58.245;58.626;58.977;59.288;59.552;59.77;59.948
Philippines;62.631;62.792;62.927;63.046;63.153;63.253;63.348;63.44;63.529;63.618;63.707;63.798;63.888;63.976;64.062;64.146;64.225;64.3;64.372;64.443;64.516
Samoa;61.817;62.337;62.851;63.355;63.844;64.316;64.765;65.192;65.597;65.979;66.34;66.681;67.005;67.317;67.619;67.914;68.205;68.492;68.776;69.058;69.337
Singapore;73.1;73.5;73.8;73.9;74.1;74.1;74.4;74.8;75.3;75.6;76;76.3;76.6;76.6;77.1;77.6;77.8;78.1;78.4;78.9;79.2
Solomon Islands;56.355;56.848;57.426;58.018;58.593;59.134;59.64;60.133;60.629;61.126;61.626;62.13;62.637;63.138;63.628;64.093;64.519;64.899;65.23;65.512;65.752
Sri Lanka;66.299;66.428;66.473;66.406;66.245;66.064;65.966;66.04;66.331;66.836;67.502;68.239;68.941;69.524;69.955;70.23;70.377;70.461;70.538;70.629;70.746
Thailand;67.175;67.117;66.976;66.815;66.668;66.565;66.523;66.538;66.608;66.738;66.937;67.211;67.548;67.931;68.345;68.768;69.175;69.552;69.886;70.171;70.409
Timor-Leste;46.929;47.812;48.809;49.935;51.181;52.509;53.858;55.155;56.341;57.392;58.298;59.074;59.762;60.402;61.012;61.606;62.193;62.774;63.345;63.908;64.463
Tonga;68.115;68.235;68.346;68.45;68.545;68.63;68.699;68.751;68.787;68.808;68.818;68.822;68.824;68.833;68.852;68.887;68.942;69.017;69.111;69.222;69.347
Vanuatu;61.791;62.239;62.68;63.113;63.538;63.953;64.359;64.754;65.139;65.513;65.875;66.223;66.558;66.88;67.19;67.492;67.787;68.078;68.365;68.649;68.928
Vietnam;66.134;66.44;66.743;67.042;67.337;67.63;67.921;68.208;68.489;68.761;69.016;69.248;69.452;69.629;69.784;69.922;70.054;70.19;70.338;70.501;70.681
