CountryName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Samoa,,,,,,5.17263731,4.71232545,5.23351828,5.79917959,6.28075985,6.01801658,5.75678294,5.52902893,5.14551282,4.92831567,4.95060798,5.18879668,5.89323207,5.09105099,5.67365992,6.40226425
Singapore,,,,,,2.93538085,2.85808468,2.79515443,3.10454768,2.81540603,2.70571567,2.36888642,2.84341209,3.62414428,3.16615361,3.732016,3.64238518,3.44063677,3.89878908,4.2585833,3.93850013
Solomon Islands,,,,,,3.24687359,3.01942846,3.28349045,3.5283561,3.80478354,4.56048235,6.44325231,6.09018059,6.00398587,5.64064416,7.83435685,6.6640115,6.39949602,5.95411528,7.88145973,7.32726054
Sri Lanka,,,,,,3.42841569,3.44877416,3.32987746,3.68590531,3.6256153,3.73884106,3.77320541,3.85504729,3.92138573,4.23523357,4.02379828,4.03453251,3.68797168,3.41471002,3.3420105,3.43256994
Thailand,,,,,,3.53153824,3.8408432,3.99659665,3.7352952,3.49624862,3.39540153,3.31553959,3.70010166,3.58194813,3.51401792,3.54854055,3.493407,3.56417633,3.92354604,4.11248026,3.80909271
Timor-Leste,,,,,,,,,,,3.35332386,3.60367363,3.71774269,3.30360109,1.83718922,1.46456184,1.45836877,1.17727548,1.11400887,1.34836654,0.93388256
Tonga,,,,,,4.13074967,4.21472348,4.47885371,4.7273677,5.14424756,4.75456523,5.654201,5.02974086,5.08337353,4.7728197,6.38977935,5.50026674,5.53990079,5.13922342,4.60014513,4.55380877
Tuvalu,,,,,,8.51439974,11.4303989,8.54954516,8.38603023,8.96838614,11.01463565,9.22677709,7.16433629,21.59086953,16.6047316,17.87037298,19.07479063,16.62395412,13.29070016,12.84749163,16.79273741
Vanuatu,,,,,,2.64229389,2.33775953,3.28277984,3.9052811,3.52443516,3.5716851,3.66939495,3.8470877,3.67867048,3.48213804,3.25517492,3.10890739,3.67007251,3.67007559,3.90053974,4.67515196
Vietnam,,,,,,5.18751136,5.0518596,4.87738848,4.94415444,4.88350828,4.89132806,5.17364313,4.74993007,4.83899044,5.08710719,5.37666261,5.9643483,6.49588023,5.51010217,5.97461506,6.36084929
