CountryName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Afghanistan,,,,,,,,,,,,,7.63763364841692,8.69229723721083,8.27828381005278,7.95114804297731,7.52042087186049,7.50117942894933,7.77675471692644,6.7704958779405,6.6915644808279
Bangladesh,,,,,,2.24422856114866,2.20677828237021,1.46167924610917,1.49245243216848,1.52374337111012,1.56295091948925,1.66041403253648,1.75437498271964,1.77820154989486,1.81120937134963,1.97053467977808,2.03897067974445,2.10769034136965,2.18011939128959,2.20019121570426,2.31269595351567
Bhutan,,,,,,1.18163450550642,1.24183707448038,1.57448997304816,1.62317065260064,1.6799034696025,1.39313583161521,1.3355011317717,1.27679463686769,1.30962500274882,1.21394546950218,1.11516059653875,0.979291686426379,0.759970211888915,0.730216349472578,0.690329692054558,0.626966632877112
Brunei Darussalam,,,,,,0.652661982745106,0.688628337220137,0.699734044506203,0.717109144073209,0.910606643355968,0.405954449984304,0.602064238185141,0.550030029575629,0.506644426839083,0.492613095984015,0.37507469186166,0.293144882139232,0.26011756066517,0.196337858193134,0.224117146121817,0.213209733219908
Cambodia,,,,,,4.26317220761932,4.78377006865422,4.40440635325621,4.66611455482775,4.41483413767852,4.52764717587274,4.40809502856754,4.43275202015488,4.33638975484047,4.05118625108032,4.2344445917686,3.2509409533108,2.42730477141739,4.44301771935433,5.04270090042999,4.51202871011423
China,,,,,,1.75475152819791,2.03309707997895,2.25691114744606,2.53616018813696,2.66803478030722,2.85312967221732,2.95301475496468,3.08747881674615,3.09149649829701,2.94473288762064,2.86733288843678,2.70053186337733,2.31078700142134,2.31672217134386,2.44429781575385,2.27361122991942
Fiji,,,,,,0.64994606857555,0.628701172401825,0.639420236017783,0.580269836588462,0.639214541506573,0.633177513853392,0.653305604859445,0.627072915535182,0.652070913504366,0.726654433267659,0.671705373900097,0.823679963843476,0.948177078906287,0.871905589981362,1.27958192205455,1.22957311528133
India,,,,,,2.96712001562475,2.8903030673314,3.17553443427784,3.19192707688819,2.89552881217519,3.15131344830255,3.41851405708854,3.375310593166,3.3116070826373,3.56221252321732,3.3115674839428,3.08170575897148,2.92383158349773,2.89528727089114,2.83583039755207,2.66931557919588
Indonesia,,,,,,1.25593195351303,1.27107545015549,1.25563363537196,1.3700201866868,1.49095832088291,1.24950781833007,1.26909128550383,1.38435297980244,1.51842311442297,1.43287714408803,1.98636961582473,1.99256471600423,1.97201619596092,1.80014731245656,1.80591002872791,1.81820258421464
Japan,,,,,,1.20699413329048,1.23008402528691,1.29340451676392,1.40750015880806,1.43348249787142,1.45893166752805,1.45190658390394,1.4721698989207,1.56446048953691,1.53898093143411,1.50742442179465,1.68506846863908,1.61468566139713,1.60400481635909,1.76046760873643,1.71652778809592
Kiribati,,,,,,0.458316384708298,0.44047710790876,0.40591309097862,0.366644100481668,0.404500777134181,0.41156588955854,0.411782562984452,0.425378941220553,0.484261569116989,0.489638191359665,0.597753319077654,1.56733115058061,2.2578340144274,1.91760372708299,1.87711349699922,1.82252958292751
"Korea, Rep.",,,,,,2.39761227787043,2.40537161772536,2.30622424315142,2.16192593705419,2.2711838685295,2.26612983771198,2.24627914221494,2.23323900641854,2.48685246984653,2.48832962472195,2.66003282830606,2.76643868271196,2.90265175771235,3.01836053286475,3.13073914672006,3.17966403165637
Lao PDR,,,,,,1.67050714526473,1.93252207948786,2.66111354848109,3.63153025694292,2.56870279085297,2.16068475743883,2.97143564262442,2.95780583027483,3.6614276415447,3.77801635442185,3.57669200030925,3.08976521068314,3.1247758564213,1.71692699205923,1.83103004039627,1.39869287945199
Malaysia,,,,,,1.29043699581942,1.23950216808332,1.2210734757818,1.30367492204093,1.35039084044988,1.34348288337331,1.40702764293412,1.44450371086256,1.59189099666863,1.6268843508824,1.6009821977142,1.64241266327647,1.64376363882407,1.53458181419236,1.63790984550524,1.70414409434667
Maldives,,,,,,2.36093781088037,2.76828844940969,2.84283610533554,2.86414052747274,2.82544177246401,2.99381050584668,2.24842939098209,2.20317941145219,3.03073554845746,2.79057937440578,2.8731861345727,2.53848025682247,2.31338333612031,2.26573351963618,2.08933509520353,2.10527150433577
Marshall Islands,,,,,,2.71530675857106,2.72574543556177,2.71739449006674,2.71781205325138,2.71831309706242,2.71891438020008,2.71963588932701,2.71841395542815,2.71861786427948,2.71877904206662,2.71887222729041,2.71886379140495,2.71870937187026,2.71876845855794,2.71879857711475,2.71880248491794
"Micronesia, Fed. Sts.",,,,,,0.438074098716204,0.466065490815259,0.479071245998668,0.482594281940695,0.482732514551935,0.481077772822379,0.473897519201146,0.477388336705522,0.485446436873494,0.483463013317265,0.801294902668813,0.890149520855934,0.855052111332293,1.24512300202726,1.26963322101973,1.2256853327201
Mongolia,,,,,,0.551395275478846,0.513742544936015,0.582642997374345,0.556765085202018,0.620785160132012,0.831840904385862,0.716086514654131,1.02991097771399,3.32200002334141,3.07195205855928,2.61382496795269,2.24088443321937,2.30267026094924,2.42313315344668,2.55200155884548,2.36929211331232
Myanmar,,,,,,1.73408418987185,1.78162453976625,1.55394949755765,1.63923020612683,1.59775740740122,1.8184845284091,1.81816286132066,2.00431020546494,1.98833879844397,1.96386842237232,1.92157951901137,1.75421174681935,1.7153496853103,1.80769607881656,1.87019906454714,1.62103034204574
