countryname,indicatorname,year,value
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1991,33.505
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1992,33.096
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1993,32.748
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1994,32.443
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1995,32.149
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1996,31.834
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1997,31.467
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1998,31.03
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",1999,30.513
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2000,29.906
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2001,29.21
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2002,28.453
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2003,27.669
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2004,26.886
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2005,26.139
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2006,25.461
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2007,24.872
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2008,24.385
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2009,24.011
"Micronesia, Fed. Sts.","Birth rate, crude (per 1,000 people)",2010,23.751
Mongolia,"Birth rate, crude (per 1,000 people)",1990,32.225
Mongolia,"Birth rate, crude (per 1,000 people)",1991,30.44
Mongolia,"Birth rate, crude (per 1,000 people)",1992,28.621
Mongolia,"Birth rate, crude (per 1,000 people)",1993,26.874
Mongolia,"Birth rate, crude (per 1,000 people)",1994,25.266
Mongolia,"Birth rate, crude (per 1,000 people)",1995,23.842
Mongolia,"Birth rate, crude (per 1,000 people)",1996,22.609
Mongolia,"Birth rate, crude (per 1,000 people)",1997,21.539
Mongolia,"Birth rate, crude (per 1,000 people)",1998,20.619
Mongolia,"Birth rate, crude (per 1,000 people)",1999,19.869
Mongolia,"Birth rate, crude (per 1,000 people)",2000,19.327
Mongolia,"Birth rate, crude (per 1,000 people)",2001,19.035
Mongolia,"Birth rate, crude (per 1,000 people)",2002,19.001
Mongolia,"Birth rate, crude (per 1,000 people)",2003,19.209
Mongolia,"Birth rate, crude (per 1,000 people)",2004,19.627
Mongolia,"Birth rate, crude (per 1,000 people)",2005,20.223
Mongolia,"Birth rate, crude (per 1,000 people)",2006,20.959
Mongolia,"Birth rate, crude (per 1,000 people)",2007,21.769
Mongolia,"Birth rate, crude (per 1,000 people)",2008,22.576
Mongolia,"Birth rate, crude (per 1,000 people)",2009,23.311
Mongolia,"Birth rate, crude (per 1,000 people)",2010,23.892
Myanmar,"Birth rate, crude (per 1,000 people)",1990,26.986
Myanmar,"Birth rate, crude (per 1,000 people)",1991,26.317
Myanmar,"Birth rate, crude (per 1,000 people)",1992,25.769
Myanmar,"Birth rate, crude (per 1,000 people)",1993,25.323
Myanmar,"Birth rate, crude (per 1,000 people)",1994,24.974
Myanmar,"Birth rate, crude (per 1,000 people)",1995,24.719
Myanmar,"Birth rate, crude (per 1,000 people)",1996,24.556
Myanmar,"Birth rate, crude (per 1,000 people)",1997,24.464
Myanmar,"Birth rate, crude (per 1,000 people)",1998,24.415
Myanmar,"Birth rate, crude (per 1,000 people)",1999,24.38
Myanmar,"Birth rate, crude (per 1,000 people)",2000,24.318
Myanmar,"Birth rate, crude (per 1,000 people)",2001,24.193
Myanmar,"Birth rate, crude (per 1,000 people)",2002,23.985
Myanmar,"Birth rate, crude (per 1,000 people)",2003,23.682
Myanmar,"Birth rate, crude (per 1,000 people)",2004,23.28
Myanmar,"Birth rate, crude (per 1,000 people)",2005,22.779
Myanmar,"Birth rate, crude (per 1,000 people)",2006,22.189
Myanmar,"Birth rate, crude (per 1,000 people)",2007,21.544
Myanmar,"Birth rate, crude (per 1,000 people)",2008,20.88
Myanmar,"Birth rate, crude (per 1,000 people)",2009,20.223
Myanmar,"Birth rate, crude (per 1,000 people)",2010,19.601
Nepal,"Birth rate, crude (per 1,000 people)",1990,38.546
Nepal,"Birth rate, crude (per 1,000 people)",1991,38.079
Nepal,"Birth rate, crude (per 1,000 people)",1992,37.594
Nepal,"Birth rate, crude (per 1,000 people)",1993,37.09
Nepal,"Birth rate, crude (per 1,000 people)",1994,36.56
Nepal,"Birth rate, crude (per 1,000 people)",1995,35.989
Nepal,"Birth rate, crude (per 1,000 people)",1996,35.357
Nepal,"Birth rate, crude (per 1,000 people)",1997,34.655
Nepal,"Birth rate, crude (per 1,000 people)",1998,33.879
Nepal,"Birth rate, crude (per 1,000 people)",1999,33.036
Nepal,"Birth rate, crude (per 1,000 people)",2000,32.137
Nepal,"Birth rate, crude (per 1,000 people)",2001,31.2
Nepal,"Birth rate, crude (per 1,000 people)",2002,30.249
Nepal,"Birth rate, crude (per 1,000 people)",2003,29.301
Nepal,"Birth rate, crude (per 1,000 people)",2004,28.369
Nepal,"Birth rate, crude (per 1,000 people)",2005,27.451
Nepal,"Birth rate, crude (per 1,000 people)",2006,26.533
Nepal,"Birth rate, crude (per 1,000 people)",2007,25.607
Nepal,"Birth rate, crude (per 1,000 people)",2008,24.676
Nepal,"Birth rate, crude (per 1,000 people)",2009,23.76
Nepal,"Birth rate, crude (per 1,000 people)",2010,22.892
New Caledonia,"Birth rate, crude (per 1,000 people)",1990,25.6
New Caledonia,"Birth rate, crude (per 1,000 people)",1991,25.7
New Caledonia,"Birth rate, crude (per 1,000 people)",1992,24.5
New Caledonia,"Birth rate, crude (per 1,000 people)",1993,23.5
New Caledonia,"Birth rate, crude (per 1,000 people)",1994,22.5
New Caledonia,"Birth rate, crude (per 1,000 people)",1995,21.9
New Caledonia,"Birth rate, crude (per 1,000 people)",1996,22.3
New Caledonia,"Birth rate, crude (per 1,000 people)",1997,22.3
New Caledonia,"Birth rate, crude (per 1,000 people)",1998,21.2
New Caledonia,"Birth rate, crude (per 1,000 people)",1999,20.6
New Caledonia,"Birth rate, crude (per 1,000 people)",2000,21.4
New Caledonia,"Birth rate, crude (per 1,000 people)",2001,19.9
New Caledonia,"Birth rate, crude (per 1,000 people)",2002,18.9
New Caledonia,"Birth rate, crude (per 1,000 people)",2003,18.2
New Caledonia,"Birth rate, crude (per 1,000 people)",2004,17.3
New Caledonia,"Birth rate, crude (per 1,000 people)",2005,17.2
New Caledonia,"Birth rate, crude (per 1,000 people)",2006,17.7
New Caledonia,"Birth rate, crude (per 1,000 people)",2007,16.9
New Caledonia,"Birth rate, crude (per 1,000 people)",2008,16.2
New Caledonia,"Birth rate, crude (per 1,000 people)",2009,16.3
New Caledonia,"Birth rate, crude (per 1,000 people)",2010,16.7
New Zealand,"Birth rate, crude (per 1,000 people)",1990,17.5
New Zealand,"Birth rate, crude (per 1,000 people)",1991,17.4
New Zealand,"Birth rate, crude (per 1,000 people)",1992,17.28
New Zealand,"Birth rate, crude (per 1,000 people)",1993,16.53
New Zealand,"Birth rate, crude (per 1,000 people)",1994,15.95
New Zealand,"Birth rate, crude (per 1,000 people)",1995,15.77
New Zealand,"Birth rate, crude (per 1,000 people)",1996,15.34
New Zealand,"Birth rate, crude (per 1,000 people)",1997,15.23
New Zealand,"Birth rate, crude (per 1,000 people)",1998,14.51
New Zealand,"Birth rate, crude (per 1,000 people)",1999,14.87
New Zealand,"Birth rate, crude (per 1,000 people)",2000,14.66
New Zealand,"Birth rate, crude (per 1,000 people)",2001,14.36
New Zealand,"Birth rate, crude (per 1,000 people)",2002,13.67
New Zealand,"Birth rate, crude (per 1,000 people)",2003,13.94
New Zealand,"Birth rate, crude (per 1,000 people)",2004,14.2
New Zealand,"Birth rate, crude (per 1,000 people)",2005,13.96
New Zealand,"Birth rate, crude (per 1,000 people)",2006,14.14
New Zealand,"Birth rate, crude (per 1,000 people)",2007,15.14
New Zealand,"Birth rate, crude (per 1,000 people)",2008,15.06
New Zealand,"Birth rate, crude (per 1,000 people)",2009,14.48
New Zealand,"Birth rate, crude (per 1,000 people)",2010,14.62
Pakistan,"Birth rate, crude (per 1,000 people)",1990,40.374
Pakistan,"Birth rate, crude (per 1,000 people)",1991,39.604
Pakistan,"Birth rate, crude (per 1,000 people)",1992,38.779
Pakistan,"Birth rate, crude (per 1,000 people)",1993,37.94
Pakistan,"Birth rate, crude (per 1,000 people)",1994,37.108
Pakistan,"Birth rate, crude (per 1,000 people)",1995,36.282
Pakistan,"Birth rate, crude (per 1,000 people)",1996,35.447
Pakistan,"Birth rate, crude (per 1,000 people)",1997,34.587
Pakistan,"Birth rate, crude (per 1,000 people)",1998,33.709
Pakistan,"Birth rate, crude (per 1,000 people)",1999,32.836
Pakistan,"Birth rate, crude (per 1,000 people)",2000,32.018
Pakistan,"Birth rate, crude (per 1,000 people)",2001,31.311
Pakistan,"Birth rate, crude (per 1,000 people)",2002,30.749
Pakistan,"Birth rate, crude (per 1,000 people)",2003,30.352
Pakistan,"Birth rate, crude (per 1,000 people)",2004,30.115
Pakistan,"Birth rate, crude (per 1,000 people)",2005,30.023
Pakistan,"Birth rate, crude (per 1,000 people)",2006,30.041
Pakistan,"Birth rate, crude (per 1,000 people)",2007,30.111
Pakistan,"Birth rate, crude (per 1,000 people)",2008,30.178
Pakistan,"Birth rate, crude (per 1,000 people)",2009,30.208
Pakistan,"Birth rate, crude (per 1,000 people)",2010,30.17
Palau,"Birth rate, crude (per 1,000 people)",1990,21.6
Palau,"Birth rate, crude (per 1,000 people)",1991,22.3
Palau,"Birth rate, crude (per 1,000 people)",1992,23.6
Palau,"Birth rate, crude (per 1,000 people)",1993,21.7
Palau,"Birth rate, crude (per 1,000 people)",1994,22.3
Palau,"Birth rate, crude (per 1,000 people)",1995,23.2
Palau,"Birth rate, crude (per 1,000 people)",1996,20.2
Palau,"Birth rate, crude (per 1,000 people)",1997,18.3
Palau,"Birth rate, crude (per 1,000 people)",1998,15.1
Palau,"Birth rate, crude (per 1,000 people)",1999,13.2
Palau,"Birth rate, crude (per 1,000 people)",2000,14.5
Palau,"Birth rate, crude (per 1,000 people)",2001,15.3
Palau,"Birth rate, crude (per 1,000 people)",2002,13
Palau,"Birth rate, crude (per 1,000 people)",2003,15.4
Palau,"Birth rate, crude (per 1,000 people)",2004,12.6
Palau,"Birth rate, crude (per 1,000 people)",2005,14
Palau,"Birth rate, crude (per 1,000 people)",2006,12
Palau,"Birth rate, crude (per 1,000 people)",2007,13.8
Palau,"Birth rate, crude (per 1,000 people)",2008,14.5
Palau,"Birth rate, crude (per 1,000 people)",2009,13.3
Palau,"Birth rate, crude (per 1,000 people)",2010,11.9
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1990,35.074
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1991,35.089
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1992,35.175
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1993,35.3
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1994,35.432
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1995,35.533
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1996,35.569
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1997,35.52
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1998,35.377
Papua New Guinea,"Birth rate, crude (per 1,000 people)",1999,35.135
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2000,34.802
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2001,34.396
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2002,33.95
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2003,33.49
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2004,33.03
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2005,32.575
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2006,32.121
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2007,31.659
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2008,31.186
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2009,30.706
Papua New Guinea,"Birth rate, crude (per 1,000 people)",2010,30.229
Philippines,"Birth rate, crude (per 1,000 people)",1990,33.016
Philippines,"Birth rate, crude (per 1,000 people)",1991,32.583
Philippines,"Birth rate, crude (per 1,000 people)",1992,32.157
Philippines,"Birth rate, crude (per 1,000 people)",1993,31.749
Philippines,"Birth rate, crude (per 1,000 people)",1994,31.364
Philippines,"Birth rate, crude (per 1,000 people)",1995,31.013
Philippines,"Birth rate, crude (per 1,000 people)",1996,30.702
Philippines,"Birth rate, crude (per 1,000 people)",1997,30.424
Philippines,"Birth rate, crude (per 1,000 people)",1998,30.165
Philippines,"Birth rate, crude (per 1,000 people)",1999,29.912
Philippines,"Birth rate, crude (per 1,000 people)",2000,29.635
Philippines,"Birth rate, crude (per 1,000 people)",2001,29.301
Philippines,"Birth rate, crude (per 1,000 people)",2002,28.892
Philippines,"Birth rate, crude (per 1,000 people)",2003,28.404
Philippines,"Birth rate, crude (per 1,000 people)",2004,27.845
Philippines,"Birth rate, crude (per 1,000 people)",2005,27.238
Philippines,"Birth rate, crude (per 1,000 people)",2006,26.619
Philippines,"Birth rate, crude (per 1,000 people)",2007,26.025
Philippines,"Birth rate, crude (per 1,000 people)",2008,25.489
Philippines,"Birth rate, crude (per 1,000 people)",2009,25.023
Philippines,"Birth rate, crude (per 1,000 people)",2010,24.634
Samoa,"Birth rate, crude (per 1,000 people)",1990,33.118
Samoa,"Birth rate, crude (per 1,000 people)",1991,32.74
Samoa,"Birth rate, crude (per 1,000 people)",1992,32.427
Samoa,"Birth rate, crude (per 1,000 people)",1993,32.18
Samoa,"Birth rate, crude (per 1,000 people)",1994,31.994
Samoa,"Birth rate, crude (per 1,000 people)",1995,31.84
Samoa,"Birth rate, crude (per 1,000 people)",1996,31.682
Samoa,"Birth rate, crude (per 1,000 people)",1997,31.487
Samoa,"Birth rate, crude (per 1,000 people)",1998,31.237
Samoa,"Birth rate, crude (per 1,000 people)",1999,30.931
Samoa,"Birth rate, crude (per 1,000 people)",2000,30.595
Samoa,"Birth rate, crude (per 1,000 people)",2001,30.269
Samoa,"Birth rate, crude (per 1,000 people)",2002,29.991
Samoa,"Birth rate, crude (per 1,000 people)",2003,29.778
Samoa,"Birth rate, crude (per 1,000 people)",2004,29.624
Samoa,"Birth rate, crude (per 1,000 people)",2005,29.499
Samoa,"Birth rate, crude (per 1,000 people)",2006,29.355
Samoa,"Birth rate, crude (per 1,000 people)",2007,29.148
Samoa,"Birth rate, crude (per 1,000 people)",2008,28.845
Samoa,"Birth rate, crude (per 1,000 people)",2009,28.442
Samoa,"Birth rate, crude (per 1,000 people)",2010,27.944
Singapore,"Birth rate, crude (per 1,000 people)",1990,18.4
Singapore,"Birth rate, crude (per 1,000 people)",1991,17.3
Singapore,"Birth rate, crude (per 1,000 people)",1992,17
Singapore,"Birth rate, crude (per 1,000 people)",1993,17
Singapore,"Birth rate, crude (per 1,000 people)",1994,16.4
Singapore,"Birth rate, crude (per 1,000 people)",1995,15.7
Singapore,"Birth rate, crude (per 1,000 people)",1996,16
Singapore,"Birth rate, crude (per 1,000 people)",1997,12.7
Singapore,"Birth rate, crude (per 1,000 people)",1998,13.2
Singapore,"Birth rate, crude (per 1,000 people)",1999,12.8
Singapore,"Birth rate, crude (per 1,000 people)",2000,11.8
Singapore,"Birth rate, crude (per 1,000 people)",2001,11.8
Singapore,"Birth rate, crude (per 1,000 people)",2002,11.4
Singapore,"Birth rate, crude (per 1,000 people)",2003,10.5
Singapore,"Birth rate, crude (per 1,000 people)",2004,10.3
Singapore,"Birth rate, crude (per 1,000 people)",2005,10.2
Singapore,"Birth rate, crude (per 1,000 people)",2006,10.3
Singapore,"Birth rate, crude (per 1,000 people)",2007,10
Singapore,"Birth rate, crude (per 1,000 people)",2008,10.2
Singapore,"Birth rate, crude (per 1,000 people)",2009,9.9
Singapore,"Birth rate, crude (per 1,000 people)",2010,9.3
Solomon Islands,"Birth rate, crude (per 1,000 people)",1990,39.996
Solomon Islands,"Birth rate, crude (per 1,000 people)",1991,39.531
Solomon Islands,"Birth rate, crude (per 1,000 people)",1992,39.028
Solomon Islands,"Birth rate, crude (per 1,000 people)",1993,38.508
Solomon Islands,"Birth rate, crude (per 1,000 people)",1994,37.984
Solomon Islands,"Birth rate, crude (per 1,000 people)",1995,37.476
Solomon Islands,"Birth rate, crude (per 1,000 people)",1996,37.004
Solomon Islands,"Birth rate, crude (per 1,000 people)",1997,36.577
Solomon Islands,"Birth rate, crude (per 1,000 people)",1998,36.202
Solomon Islands,"Birth rate, crude (per 1,000 people)",1999,35.881
Solomon Islands,"Birth rate, crude (per 1,000 people)",2000,35.615
Solomon Islands,"Birth rate, crude (per 1,000 people)",2001,35.403
Solomon Islands,"Birth rate, crude (per 1,000 people)",2002,35.226
Solomon Islands,"Birth rate, crude (per 1,000 people)",2003,35.061
Solomon Islands,"Birth rate, crude (per 1,000 people)",2004,34.889
Solomon Islands,"Birth rate, crude (per 1,000 people)",2005,34.68
Solomon Islands,"Birth rate, crude (per 1,000 people)",2006,34.409
Solomon Islands,"Birth rate, crude (per 1,000 people)",2007,34.063
Solomon Islands,"Birth rate, crude (per 1,000 people)",2008,33.637
Solomon Islands,"Birth rate, crude (per 1,000 people)",2009,33.132
Solomon Islands,"Birth rate, crude (per 1,000 people)",2010,32.555
Sri Lanka,"Birth rate, crude (per 1,000 people)",1990,20.621
Sri Lanka,"Birth rate, crude (per 1,000 people)",1991,20.214
Sri Lanka,"Birth rate, crude (per 1,000 people)",1992,19.862
Sri Lanka,"Birth rate, crude (per 1,000 people)",1993,19.545
Sri Lanka,"Birth rate, crude (per 1,000 people)",1994,19.259
Sri Lanka,"Birth rate, crude (per 1,000 people)",1995,19.009
Sri Lanka,"Birth rate, crude (per 1,000 people)",1996,18.801
Sri Lanka,"Birth rate, crude (per 1,000 people)",1997,18.645
Sri Lanka,"Birth rate, crude (per 1,000 people)",1998,18.542
Sri Lanka,"Birth rate, crude (per 1,000 people)",1999,18.486
Sri Lanka,"Birth rate, crude (per 1,000 people)",2000,18.472
Sri Lanka,"Birth rate, crude (per 1,000 people)",2001,18.49
Sri Lanka,"Birth rate, crude (per 1,000 people)",2002,18.527
Sri Lanka,"Birth rate, crude (per 1,000 people)",2003,18.57
Sri Lanka,"Birth rate, crude (per 1,000 people)",2004,18.606
Sri Lanka,"Birth rate, crude (per 1,000 people)",2005,18.631
Sri Lanka,"Birth rate, crude (per 1,000 people)",2006,18.641
Sri Lanka,"Birth rate, crude (per 1,000 people)",2007,18.636
Sri Lanka,"Birth rate, crude (per 1,000 people)",2008,18.614
Sri Lanka,"Birth rate, crude (per 1,000 people)",2009,18.566
Sri Lanka,"Birth rate, crude (per 1,000 people)",2010,18.477
Thailand,"Birth rate, crude (per 1,000 people)",1990,19.189
Thailand,"Birth rate, crude (per 1,000 people)",1991,18.722
Thailand,"Birth rate, crude (per 1,000 people)",1992,18.263
Thailand,"Birth rate, crude (per 1,000 people)",1993,17.8
Thailand,"Birth rate, crude (per 1,000 people)",1994,17.327
Thailand,"Birth rate, crude (per 1,000 people)",1995,16.84
Thailand,"Birth rate, crude (per 1,000 people)",1996,16.341
Thailand,"Birth rate, crude (per 1,000 people)",1997,15.841
Thailand,"Birth rate, crude (per 1,000 people)",1998,15.352
