Maldives,986.646813007349,1076.95283120232,1217.32204513661,1331.92827411474,1452.58931873008,1564.66256851084,1719.01651890237,1925.08940295049,1992.97563697812,2104.42769146741,2182.99701148469,3028.34304212553,3066.88266595699,3432.24783066406,3853.33341155399,3488.49377565832,4428.52290144806,5002.86229279974,5850.2033171132,6017.58385924865,6330.7949828376
Marshall Islands,1659.11205073996,1701.84195870547,1844.05248876109,1987.15336050507,2136.76176918362,2356.52685221482,2156.89631690566,2056.00149594754,2093.56473156851,2073.48669519932,2126.83287154387,2206.6561156159,2391.34740333583,2434.76130579871,2517.69338901563,2645.98140535557,2758.38292551498,2878.46487719438,2925.90048273522,2907.63146795308,3124.34344775456
"Micronesia, Fed. Sts.",1528.0646936085,1682.18623481781,1756.20242180413,1908.84862945823,1909.35063220721,2065.00427684183,2019.95255764154,1906.80976167217,2029.32665656528,2046.79151825467,2170.9606255236,2239.91695437156,2257.77366497481,2293.57961354104,2247.83767300023,2352.63940940507,2393.93641180924,2435.19984773506,2501.52768205835,2669.37505410683,2838.44854708113
Mongolia,1172.4430658221,1072.63486794645,587.300352149611,339.519400734114,405.971988309893,631.915160959447,580.910075800383,505.603138700067,477.350130045148,445.006389869769,474.212956571061,524.024766007579,571.538390605566,646.119168113725,797.905152144555,998.822299377403,1334.40571157412,1633.38433505498,2138.37674048135,1717.07313677613,2650.34688488399
Nepal,193.555631286028,203.84729667106,172.077586494685,180.185007855764,194.961092649891,205.746527211947,206.440970778604,219.631063525897,212.374254647089,215.896673454097,231.432967570545,248.832935902946,246.803583536939,254.553938234074,288.669595432099,318.748098345116,350.608465014195,396.169772792449,476.556558235355,483.403411454738,595.427519830012
New Caledonia,14800.0286943521,15133.1622384558,16261.2969282208,16640.8023536798,16037.0252427091,18721.0564384262,18257.2150489301,16341.5873485558,15387.869583645,14611.8328032133,12579.5951055864,,,,,,,,,,
New Zealand,13663.03308699,12230.0882500412,11793.1614624339,13094.322241959,15280.2421339277,17400.3388746115,18794.5078516466,17474.1760599056,14738.4800207116,15322.245999552,13641.0560259004,13882.8949661011,16895.4540659785,21941.0582092097,25461.1340621386,27833.6031112777,26630.3641512637,32382.2691095373,30972.1195839865,27998.5664382058,33394.0729963486
Pakistan,371.817706966753,410.830276501257,428.065644116463,441.572133132445,434.030141213168,494.585208511459,503.749451985561,484.558694737687,471.102357076538,465.927242312637,534.915837003883,511.81112605906,501.185454468024,565.3238448029,652.020213018705,714.036810002771,876.95110885413,953.795685975298,1042.8017054166,1009.79931930279,1043.30020503812
Palau,5095.63258002518,5420.1409087971,5187.55505222096,4644.05016824717,4970.36596251116,5519.38568530861,6114.89121220684,6246.92379848811,6333.40531202764,6011.49486174383,7826.99104092323,8283.83023572238,8386.67728121088,8149.12098798635,8873.5966279744,9721.50058772819,9719.14145791525,9726.11239010339,9837.35050694616,9183.13537034015,9004.63721642892
Papua New Guinea,774.363991896877,888.646603939261,1001.96298948576,1110.24507837969,1197.23491345221,983.075334679554,1065.11449774612,993.457403691116,742.787291833812,663.958583284178,655.250230188858,558.882982346168,530.584058650011,610.200291091905,661.125039041039,799.416405923424,886.420266945581,992.673749316293,1223.20297800238,1210.87172319867,1418.92359069215
Philippines,715.310701474171,715.125243422522,814.032568388891,815.664563403823,939.102202297322,1061.34789866757,1159.73093439731,1127.34561658457,967.193590593342,1087.95834435796,1039.70179564153,958.011579040635,1000.77772844491,1011.28664438982,1080.08618402078,1196.53984923829,1395.2126330001,1678.85198841212,1929.1328970269,1836.87412023077,2145.24000707339
Samoa,772.211775997861,765.495879409256,799.085821913235,796.161006161631,1309.93154947019,1321.51136815139,1459.10092867051,1657.90077237782,1557.88577342027,1489.62215598716,1540.65372952602,1555.4651908599,1631.32464343263,1907.04840456803,2350.86287212903,2587.52400015871,2793.54311999082,3130.35259752319,3375.82163966041,3173.54224035921,3530.57399435316
Singapore,11864.6582882248,14504.9417359794,16143.998198073,18302.2702121813,21578.7634766978,24936.8732805334,26263.0448866015,26386.7215887413,21824.1078206533,21795.8235894758,23792.5302799516,21577.1407995835,22016.5691801331,23573.7769924641,27405.0345758398,29869.5878981096,33579.5924481463,39223.5733268202,39721.015350612,38577.3493788831,46569.9730490708
Solomon Islands,970.068933651301,998.725201750851,1147.86791843799,1210.41337355769,1330.72766932709,1445.66273066877,1529.79322798626,1495.07976067826,1206.63324205585,1201.57304366094,1055.21035640452,945.528926708539,785.625558493349,745.457187325512,819.301229686325,881.964778515343,950.057695088818,1048.77148597216,1208.34419558516,1161.22880991606,1276.34851310464
Sri Lanka,472.086463311204,521.246457495851,556.812328466994,585.893666313136,654.944061752967,718.443844341399,757.948209819414,812.792483613468,840.873767417395,821.596453392897,854.926725152164,837.698803493314,903.896404853248,984.810172493354,1063.16058355022,1242.42783834831,1424.10186950306,1614.36440994169,2010.95585842792,2057.02776877921,2746.61213467159
Thailand,1508.28790943258,1716.61034821801,1929.53310757195,2213.16937914033,2497.89828544633,2856.24639161311,3056.75264552453,2480.47609083131,1855.9003833517,2043.90583224351,2016.04101466738,1896.97100344834,2093.97920641937,2349.38452566541,2643.47893487535,2874.38627417759,3351.11763286401,3962.7504988544,4384.78267515745,4231.14036778126,5111.90920222917
Timor-Leste,,,,,,,,,,,434.379739962346,522.031580600752,496.17975117256,487.394976066002,484.088448984765,501.429226481591,464.835169248192,551.720598424389,673.374537904,780.261110851448,875.836569271265
Tonga,1193.49904970367,1387.15207595548,1436.43737280128,1449.67010418565,2025.29257550256,2112.30708347296,2283.1905722438,2197.90651900772,1946.49099228401,1998.70122173604,1926.73250177648,1697.00407228201,1836.29040439251,2089.21704269256,2357.14647444959,2565.38579890356,2837.07547156741,2932.96275815712,3307.28239321081,3106.90237557772,3557.73718366504
Tuvalu,980.091763453079,1034.17492439006,1070.26294997103,1052.80114950573,1184.93871452169,1194.93654652253,1331.51987962636,1366.0027936087,1366.76728008263,1460.07036174034,1458.94942044243,1393.33279132545,1621.33358266022,1901.03347628001,2232.60251748372,2252.89288563217,2353.35608772946,2768.37095732057,3094.62809172302,2763.16030537848,3238.37576273905
Vanuatu,1080.23027793686,1252.62792347311,1263.46339917558,1176.87045190412,1335.2516673912,1390.32142269372,1427.09417334451,1462.19641722643,1472.99017694457,1477.83367296016,1469.88886214487,1362.61612844148,1353.9278386398,1580.51066802466,1787.9382648014,1886.38830966499,2047.08828520065,2393.3346212201,2698.02124012432,2643.47578534313,2965.75223011673
Vietnam,98.0318690016233,142.965889882784,144.148658604128,189.260516107791,229.954805103072,288.020277867905,337.05006283199,361.25448830082,360.600798022492,374.476420064783,433.3337076797,448.882279778256,477.105876263106,530.861849364997,606.904378261988,699.499778976363,796.671573774518,919.209265568078,1164.61252461712,1232.36967118834,1333.58352635481
