region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,288294352.375955
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,285438721.432713
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,278802613.989887
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,272604065.646564
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,267683884.835462
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,261252100.294483
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,227376809398.305
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,184917150709.702
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,177501676359.145
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,163611436381.773
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,141184443335.339
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,121000619768.839
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,106872852984.949
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,95076938685.7099
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,90854532266.8004
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,90993251193.4697
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,95328957843.9798
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,92692277970.9178
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,94302225424.235
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,105332852746.033
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,94112605700.524
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,83220559861.5184
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,71040733157.2713
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,58833879736.1214
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,49486609416.8902
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,40688460007.3949
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,422361419.053499
East Asia & Pacific,Singapore,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,34900012170.2314
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,481069260.906262
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,465150217.210836
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,491030015.874392
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,473511326.261901
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,393618938.331274
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,420208279.653446
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,372801073.052344
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,365814255.447717
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,394191447.296789
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,516287104.904925
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,415340020.680983
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,490690094.425246
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,263267388.962799
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,545987321.331615
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,323471076.300404
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,289601849.779896
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,330515120.696048
East Asia & Pacific,Solomon Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,254603412.63301
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,182747111167.308
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,233407508450.353
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,307136325460.025
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,276727161787.489
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,265079231870.821
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,204129826102.2
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,140770536486.571
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,164632608180.038
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,163028821968.554
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,127269561818.107
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,124785963188.291
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,124591823398.437
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,123330206316.538
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,128202711978.426
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,162804169950.33
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,177585057226.134
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,708577014.862332
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,141154282041.185
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,95088380851.256
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,2485220257.71562
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,886536720.07735
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,124381044488.669
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,108715892669.615
East Asia & Pacific,Thailand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,84268021382.0385
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,2950916969.26998
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,3106883442.40781
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,1881049738.99317
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,1331010794.01999
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,369340151.36622
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,655111083.111736
East Asia & Pacific,Timor-Leste,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,724484906.780622
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,340828637.843497
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,287199438.318726
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,326429669.360402
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,225271149.107991
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,276237114.449069
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,252371614.614861
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,219238592.389537
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,194529681.641281
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,186071324.164849
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,188579226.537803
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,214034776.5258
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,199170292.207001
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,208015447.094922
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,218326462.288386
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,193106676.083383
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,146334110.293891
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,174077706.279177
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,45977457.8801824
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,116412689.39682
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,46339874.6609401
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,48070573.0165694
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,138154398.981265
East Asia & Pacific,Tonga,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,128255140.260428
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,50272608.4736572
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,635740825.214553
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,36273789.4572551
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,24247857.9688385
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,31752952.4152707
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,38215276.1859269
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,31975817.3530549
East Asia & Pacific,Tuvalu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,25681283.1869662
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,229299673.031902
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,603712921.725321
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,427214469.322525
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,373028121.27115
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,325190243.584369
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,238045109.501693
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,570568516.778172
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,467735986.551381
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,270687036.885415
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,259375358.17382
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,263961004.512903
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,256745746.35092
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,252328930.423783
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,220558953.296073
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,192267254.2613
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,213140961.700235
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,173174717.323472
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,193973696.515547
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,96710311372.6715
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,164272439.725219
East Asia & Pacific,Vanuatu,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,176015598.484217
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,110302098969.321
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,62954907933.982
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,71581154272.9358
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,84934003165.4538
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,48193771403.8406
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,55863877761.7622
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,14429902221.7266
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,41244185246.2931
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,36824544624.4155
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,33872627539.1897
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,30980382169.9711
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,28099549068.4296
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,26875318590.8876
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,25763781155.6938
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,22493558029.3954
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,11664291329.5646
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,8528434507.50288
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,18479876872.2881
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,14012881518.5411
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,9221407605.84222
East Asia & Pacific,Vietnam,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,7569187003.3227
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,8679021177.84647
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,12797057338.5862
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,9888574034.43086
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,6146315478.94887
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,6966901590.56581
South Asia,Afghanistan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,5096483724.10319
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,118314369980.501
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,86321645143.7238
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,106129586446.968
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,95700163126.4346
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,57006615191.3699
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,80892580829.1053
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,76597955075.9008
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,69524380790.8107
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,57885640079.8332
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,62202314641.6736
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,52908196452.9176
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,55712709024.3031
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,39239826436.5717
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,47648029853.0275
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,43235500776.7031
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,51007259905.1184
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,33713368491.173
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,36601375213.7844
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,35844144643.882
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,35343162032.2952
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,1215755286.00549
South Asia,Bangladesh,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,32618765129.7557
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,1430276271.2006
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,1296285018.86694
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,680300627.038813
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,1112865113.25861
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,797661159.71477
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,894180872.303584
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,260798549.825127
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,516184443.557332
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,476373452.665972
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,338025657.985815
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,586131471.874117
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,438794480.54991
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,310137299.314305
South Asia,Bhutan,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,318569966.169687
