region,countryname,topic,indicatorname,year,value
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,6170134013.12309
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,6479056376.2818
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,6999971321.43229
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,6916617745.54727
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,6721759862.21977
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,6068682211.56209
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,5274035809.46106
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,4517310232.91735
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,3530020466.27174
East Asia & Pacific,"Macao SAR, China",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,3069983365.43709
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,232947006784.1
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,210840696391.086
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,204636705188.24
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,177055196439.583
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,153034656350.799
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,135484961655.738
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,119334216181.273
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,102820248685.026
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,91743206406.191
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,84094833133.0919
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,80179038495.0654
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,76642177348.492
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,80495661027.1694
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,99625064919.9202
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,94568042180.675
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,82974222522.1583
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,71915601953.8501
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,62988010230.6269
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,54699426841.3244
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,47426025988.2806
East Asia & Pacific,Malaysia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,43233793254.7553
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,194801050.675163
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,192892326.154553
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,195688093.854424
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,196029771.514243
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,188506975.858202
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,185952664.505844
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,172956328.755025
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,160960502.249734
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,154708279.879493
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,154958979.16624
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,148809159.556311
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,136301861.129951
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,131409806.458892
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,130268481.476801
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,135907561.036497
East Asia & Pacific,Marshall Islands,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,155071461.339115
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,296934877.12754
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,288263585.614181
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,267054199.038045
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,267940202.847441
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,269296996.951428
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,271197857.463416
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,260128731.445745
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,254401514.031606
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,242421780.510585
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,241418916.027014
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,237757151.263219
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,221912602.87584
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,217459686.376827
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,229062627.256615
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,232471657.096996
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,237510216.730717
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,225447824.882724
East Asia & Pacific,"Micronesia, Fed. Sts.",Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,220592345.844274
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,5422152958.65558
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,4782221498.47309
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,4734604062.31132
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,3646108032.79261
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,2861568968.7654
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,2264259076.68231
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,1894036101.1387
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,1517095330.06501
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,1293142896.59737
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,1168592662.35495
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,1115885968.53739
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,1133862024.5156
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,1226533792.21498
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,1355544194.38816
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,1276918211.56627
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,1064877809.90914
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,972230449.01549
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,1159996961.2566
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,1806705839.19408
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,2668014598.0922
East Asia & Pacific,Mongolia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,3133639408.38938
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,2989344398.15642
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,3098174473.02618
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,3228389158.18385
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,3586582104.93413
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,3603596281.70454
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,3532174486.02008
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,3180318555.16233
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,3014920080.73493
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,2889402805.76615
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,2664964486.36526
East Asia & Pacific,New Caledonia,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,2521810495.07513
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,127871420428.12
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,126555010382.74
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,120904842930.858
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,118743655630.989
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,110539934772.178
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,105382092627.177
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,87921897076.2912
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,68464033802.6172
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,56061578104.6607
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,53558723260.2756
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,54279779276.2741
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,57670175599.1737
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,60134296569.6486
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,64868786309.7183
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,62397204820.4687
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,56090690365.2299
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,48521855300.3675
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,44162499000.1384
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,42564678631.8203
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,42484971279.4076
East Asia & Pacific,New Zealand,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,45427721710.8088
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,182135324.821998
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,176469465.564575
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,187491197.025254
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,191354990.919763
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,187452725.452688
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,187257851.493291
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,174398158.512146
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,157176790.149848
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,157258398.783547
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,133007884.191987
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,110693772.249694
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,113887863.668509
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,113165605.424474
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,115405988.986092
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,112448990.770947
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,99511150.4751633
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,83635369.7710343
East Asia & Pacific,Palau,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,78543040.591156
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,8723593347.17192
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,7883836304.69327
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,7164582896.88953
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,5969708409.78369
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,4567403446.91898
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,4250722994.14981
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,3409361237.60465
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,2917657753.35978
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,2908561831.27308
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,3035990994.98824
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,3320888817.02405
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,3600896796.66539
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,4002973112.57852
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,4622073400.82276
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,4953781209.49151
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,4904313694.75368
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,5203062046.72369
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,4830245891.08638
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,4041366134.17437
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,3718894225.6762
East Asia & Pacific,Papua New Guinea,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,3425569073.7013
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,256027377515.985
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,228069734744.736
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,202033801968.539
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,169006328085.957
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,144719254786.889
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,131039909122.054
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,118237740318.823
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,104853490210.182
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2002,96329207066.3427
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2001,97149062280.4793
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2000,95347884890.6459
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1999,89908242868.4212
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1998,89548646839.6504
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1997,89631122175.9496
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1996,82942025091.1832
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1995,71488324316.0628
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1994,62935464566.9373
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1993,54596508702.6873
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1992,50345726095.3291
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1991,46019527132.0622
East Asia & Pacific,Philippines,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",1990,44856112596.58
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2010,601164542.576512
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2009,558689057.093842
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2008,559304407.322463
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2007,518773999.737965
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2006,463362236.128638
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2005,427008085.054558
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2004,375178046.101245
East Asia & Pacific,Samoa,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI, Atlas method (current US$)",2003,306162436.790767
