CountryName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Malaysia,72.627,72.884,73.134,73.379,73.618,73.853,74.084,74.311,74.533,74.749,74.956,75.151,75.332,75.5,75.656,75.801,75.94,76.075,76.212,76.352,76.498
Maldives,60.998,62.018,63.018,63.984,64.916,65.834,66.773,67.759,68.8,69.887,70.996,72.094,73.139,74.095,74.937,75.641,76.193,76.609,76.913,77.125,77.272
Marshall Islands,,,,,,,,,,69.4,67.8,,,,,,,,,,
"Micronesia, Fed. Sts.",66.761,66.872,66.983,67.094,67.205,67.316,67.426,67.534,67.644,67.755,67.874,68.003,68.145,68.301,68.468,68.644,68.822,68.998,69.167,69.328,69.483
Mongolia,62.861,63.124,63.324,63.481,63.616,63.769,63.987,64.3,64.724,65.258,65.88,66.553,67.23,67.876,68.475,69.034,69.571,70.114,70.679,71.264,71.853
Myanmar,60.997,61.338,61.672,62,62.322,62.64,62.955,63.268,63.58,63.892,64.199,64.501,64.794,65.078,65.353,65.623,65.893,66.165,66.442,66.72,66.997
Nepal,54.836,55.746,56.66,57.571,58.469,59.35,60.21,61.051,61.872,62.667,63.434,64.169,64.871,65.541,66.179,66.784,67.356,67.899,68.416,68.909,69.379
New Caledonia,73.2,74.2,75.2,75.6,73.9,75.8,74.2,74.3,77.5,77,78.8,77.7,79.2,78.6,79.1,78.6,80.2,80.3,80.4,80.5,80.7
New Zealand,78.4,78.9,79.3,79.2,79.7,79.5,79.4,80.1,80.8,80.4,81.3,81.1,81.1,81.4,81.7,81.9,82.2,82.2,82.4,82.7,82.7
Pakistan,60.837,61.122,61.402,61.678,61.953,62.229,62.506,62.783,63.061,63.336,63.606,63.866,64.112,64.347,64.572,64.796,65.028,65.274,65.537,65.817,66.105
Palau,74.98,,,,,76.9,,,,,74.54,,,,,72.1,,,,,
Papua New Guinea,58.53,58.879,59.226,59.533,59.789,60,60.178,60.351,60.541,60.758,61.013,61.312,61.648,62.01,62.386,62.761,63.115,63.436,63.714,63.948,64.144
Philippines,68.078,68.305,68.506,68.691,68.864,69.029,69.19,69.347,69.501,69.653,69.806,69.957,70.107,70.255,70.401,70.543,70.682,70.817,70.95,71.081,71.214
Samoa,68.425,68.942,69.45,69.944,70.42,70.874,71.303,71.708,72.091,72.453,72.792,73.109,73.408,73.691,73.965,74.234,74.506,74.783,75.066,75.357,75.651
Singapore,77.6,77.9,78.2,78.3,78.4,78.6,78.9,79.1,79.4,79.6,80,80.3,80.6,81.6,82,82.5,82.6,82.9,83.3,83.7,84
Solomon Islands,57.072,57.598,58.236,58.913,59.599,60.286,60.986,61.723,62.504,63.309,64.108,64.868,65.559,66.164,66.672,67.087,67.421,67.703,67.959,68.203,68.445
Sri Lanka,73.229,73.3,73.286,73.193,73.053,72.945,72.97,73.189,73.622,74.25,74.995,75.746,76.388,76.843,77.087,77.14,77.058,76.937,76.856,76.845,76.915
Thailand,73.439,73.616,73.735,73.831,73.923,74.018,74.118,74.214,74.305,74.4,74.516,74.669,74.867,75.112,75.4,75.716,76.044,76.363,76.656,76.917,77.144
Timor-Leste,50.108,50.947,51.821,52.771,53.811,54.941,56.137,57.352,58.538,59.67,60.724,61.682,62.547,63.328,64.032,64.67,65.261,65.828,66.385,66.942,67.5
Tonga,71.123,71.224,71.321,71.424,71.541,71.683,71.855,72.057,72.284,72.533,72.8,73.079,73.36,73.635,73.9,74.148,74.378,74.593,74.794,74.982,75.16
Vanuatu,64.673,65.127,65.598,66.078,66.56,67.041,67.517,67.985,68.444,68.889,69.319,69.732,70.129,70.512,70.88,71.235,71.579,71.913,72.239,72.558,72.868
Vietnam,75.105,75.461,75.82,76.177,76.532,76.881,77.224,77.558,77.88,78.188,78.477,78.743,78.985,79.203,79.398,79.569,79.719,79.85,79.967,80.074,80.174
